round,game_no,player_first,player_second,result
137,1361,14,19,w
137,1362,12,11,l
137,1363,17,4,l
137,1364,3,9,w
137,1365,20,1,l
137,1366,15,13,w
137,1367,10,2,l
137,1368,7,18,w
137,1369,6,8,l
137,1370,16,5,l
138,1371,14,19,w
138,1372,12,11,w
138,1373,4,17,w
138,1374,3,1,w
138,1375,9,15,w
138,1376,20,13,l
138,1377,2,7,w
138,1378,10,8,l
138,1379,18,6,w
138,1380,16,5,w
139,1381,14,12,l
139,1382,19,11,l
139,1383,4,3,l
139,1384,17,9,l
139,1385,1,15,w
139,1386,20,13,w
139,1387,2,7,l
139,1388,8,10,l
139,1389,18,16,w
139,1390,6,5,l
140,1391,14,12,w
140,1392,19,11,w
140,1393,3,4,w
140,1394,17,9,w
140,1395,1,20,l
140,1396,15,13,w
140,1397,2,7,l
140,1398,10,18,l
140,1399,8,16,w
140,1400,6,5,w
141,1401,14,12,w
141,1402,19,11,w
141,1403,3,4,w
141,1404,17,9,l
141,1405,20,1,l
141,1406,15,7,w
141,1407,13,18,l
141,1408,2,8,l
141,1409,10,6,w
141,1410,16,5,w
142,1411,14,19,w
142,1412,12,3,w
142,1413,11,4,w
142,1414,17,9,l
142,1415,1,15,w
142,1416,20,18,w
142,1417,7,8,l
142,1418,10,13,w
142,1419,2,16,l
142,1420,6,5,w
143,1421,14,12,w
143,1422,19,11,l
143,1423,3,4,l
143,1424,9,17,l
143,1425,1,20,w
143,1426,15,8,w
143,1427,10,18,l
143,1428,7,13,l
143,1429,2,16,w
143,1430,6,5,w
144,1431,14,12,l
144,1432,19,11,w
144,1433,3,4,l
144,1434,17,1,l
144,1435,9,15,l
144,1436,20,18,l
144,1437,8,10,w
144,1438,13,2,w
144,1439,7,6,w
144,1440,16,5,l
145,1441,14,12,w
145,1442,19,11,l
145,1443,3,4,l
145,1444,1,17,l
145,1445,9,15,l
145,1446,20,18,l
145,1447,8,13,w
145,1448,7,10,l
145,1449,2,6,w
145,1450,16,5,w
146,1451,14,12,w
146,1452,19,11,w
146,1453,4,3,w
146,1454,17,1,l
146,1455,15,9,w
146,1456,20,18,l
146,1457,8,10,w
146,1458,13,2,w
146,1459,7,16,l
146,1460,6,5,w
147,1461,14,19,w
147,1462,12,11,l
147,1463,4,1,l
147,1464,3,15,w
147,1465,17,9,w
147,1466,18,20,l
147,1467,8,13,l
147,1468,10,2,l
147,1469,7,16,l
147,1470,6,5,w
148,1471,14,19,l
148,1472,12,11,l
148,1473,4,1,w
148,1474,3,17,l
148,1475,15,9,w
148,1476,20,18,l
148,1477,8,13,l
148,1478,2,10,w
148,1479,16,6,w
148,1480,7,5,w
149,1481,14,19,w
149,1482,11,12,w
149,1483,4,17,w
149,1484,1,3,l
149,1485,15,9,w
149,1486,18,20,l
149,1487,13,8,w
149,1488,2,16,l
149,1489,7,10,w
149,1490,6,5,w
150,1491,14,19,l
150,1492,11,12,w
150,1493,4,3,l
150,1494,15,17,w
150,1495,1,20,l
150,1496,9,13,l
150,1497,18,8,w
150,1498,16,2,l
150,1499,7,6,w
150,1500,10,5,l
151,1501,14,19,l
151,1502,11,12,l
151,1503,4,3,w
151,1504,15,17,l
151,1505,1,20,l
151,1506,13,18,w
151,1507,9,2,w
151,1508,7,8,l
151,1509,16,6,w
151,1510,10,5,w
152,1511,14,19,l
152,1512,11,12,l
152,1513,4,3,l
152,1514,15,17,l
152,1515,1,20,w
152,1516,13,9,l
152,1517,18,8,l
152,1518,16,2,w
152,1519,7,10,w
152,1520,6,5,w
153,1521,14,19,w
153,1522,11,12,w
153,1523,4,3,l
153,1524,17,15,l
153,1525,1,20,w
153,1526,9,13,l
153,1527,18,8,w
153,1528,16,7,w
153,1529,2,6,w
153,1530,10,5,l
154,1531,14,19,w
154,1532,11,12,l
154,1533,3,4,l
154,1534,15,17,w
154,1535,1,13,l
154,1536,20,9,w
154,1537,18,16,l
154,1538,8,2,w
154,1539,7,6,w
154,1540,10,5,w
155,1541,14,19,l
155,1542,11,12,w
155,1543,4,3,w
155,1544,15,17,w
155,1545,1,13,w
155,1546,20,9,l
155,1547,16,18,l
155,1548,8,7,l
155,1549,2,10,l
155,1550,6,5,w
156,1551,14,19,l
156,1552,11,12,w
156,1553,4,15,w
156,1554,3,1,w
156,1555,17,13,w
156,1556,20,9,l
156,1557,18,16,w
156,1558,7,8,w
156,1559,2,10,w
156,1560,6,5,l
157,1561,14,19,w
157,1562,11,4,l
157,1563,12,3,w
157,1564,15,17,w
157,1565,1,9,l
157,1566,13,18,w
157,1567,20,7,l
157,1568,16,8,l
157,1569,2,10,l
157,1570,6,5,w
158,1571,14,19,l
158,1572,11,4,l
158,1573,12,15,w
158,1574,3,17,l
158,1575,1,9,w
158,1576,13,18,l
158,1577,20,7,l
158,1578,8,16,l
158,1579,2,10,w
158,1580,6,5,l
159,1581,14,19,w
159,1582,4,11,l
159,1583,12,15,w
159,1584,3,17,w
159,1585,1,9,w
159,1586,13,18,w
159,1587,7,20,w
159,1588,16,8,l
159,1589,2,10,w
159,1590,6,5,l
160,1591,14,19,l
160,1592,11,12,l
160,1593,4,3,w
160,1594,15,1,l
160,1595,17,13,w
160,1596,7,9,w
160,1597,18,20,l
160,1598,8,16,w
160,1599,2,10,l
160,1600,6,5,w
161,1601,14,19,l
161,1602,12,4,w
161,1603,11,1,l
161,1604,3,15,l
161,1605,17,7,l
161,1606,13,9,l
161,1607,18,20,l
161,1608,8,16,l
161,1609,2,10,w
161,1610,6,5,w
162,1611,14,19,l
162,1612,12,4,l
162,1613,11,1,l
162,1614,15,3,l
162,1615,17,7,w
162,1616,9,13,l
162,1617,20,18,w
162,1618,8,16,w
162,1619,2,6,w
162,1620,10,5,l
163,1621,14,19,w
163,1622,12,4,l
163,1623,11,1,l
163,1624,3,15,w
163,1625,17,7,w
163,1626,13,20,w
163,1627,9,8,w
163,1628,18,2,w
163,1629,16,6,w
163,1630,10,5,w
164,1631,14,19,w
164,1632,4,12,l
164,1633,11,1,l
164,1634,3,17,l
164,1635,15,13,l
164,1636,7,9,w
164,1637,20,18,w
164,1638,8,16,w
164,1639,2,10,w
164,1640,6,5,w
165,1641,14,19,w
165,1642,12,4,w
165,1643,1,11,w
165,1644,17,3,w
165,1645,15,13,w
165,1646,7,20,l
165,1647,9,8,w
165,1648,18,2,l
165,1649,16,6,w
165,1650,10,5,w
166,1651,14,19,l
166,1652,12,4,w
166,1653,1,11,l
166,1654,17,3,l
166,1655,15,13,w
166,1656,20,7,l
166,1657,9,2,w
166,1658,8,16,w
166,1659,18,10,l
166,1660,6,5,w
167,1661,14,19,l
167,1662,12,4,w
167,1663,1,11,w
167,1664,17,3,w
167,1665,15,7,w
167,1666,9,13,l
167,1667,20,8,l
167,1668,2,16,l
167,1669,18,10,l
167,1670,6,5,l
168,1671,14,19,w
168,1672,12,1,l
168,1673,4,11,l
168,1674,17,15,l
168,1675,3,13,w
168,1676,7,9,w
168,1677,20,8,l
168,1678,16,2,w
168,1679,18,10,l
168,1680,6,5,w
169,1681,14,19,w
169,1682,12,1,l
169,1683,4,11,w
169,1684,15,17,l
169,1685,3,7,l
169,1686,13,8,w
169,1687,9,20,l
169,1688,16,2,w
169,1689,10,18,l
169,1690,6,5,w
170,1691,14,19,l
170,1692,12,1,l
170,1693,4,11,w
170,1694,17,15,l
170,1695,3,7,w
170,1696,13,20,w
170,1697,8,9,w
170,1698,16,18,w
170,1699,2,10,l
170,1700,6,5,w
171,1701,14,19,l
171,1702,12,1,w
171,1703,4,11,w
171,1704,15,17,l
171,1705,3,13,w
171,1706,7,8,l
171,1707,16,20,l
171,1708,9,10,w
171,1709,18,2,w
171,1710,6,5,l
172,1711,14,19,w
172,1712,12,1,l
172,1713,4,17,w
172,1714,3,11,l
172,1715,15,13,w
172,1716,7,8,l
172,1717,20,9,l
172,1718,16,18,l
172,1719,10,2,l
172,1720,6,5,l
173,1721,14,19,l
173,1722,12,1,w
173,1723,4,11,w
173,1724,15,17,l
173,1725,3,8,l
173,1726,13,7,l
173,1727,9,20,l
173,1728,16,18,l
173,1729,2,10,l
173,1730,6,5,w
174,1731,14,19,l
174,1732,12,4,l
174,1733,1,17,l
174,1734,11,15,w
174,1735,3,8,w
174,1736,7,13,w
174,1737,20,9,l
174,1738,16,18,w
174,1739,10,2,w
174,1740,6,5,w
175,1741,14,19,w
175,1742,4,12,l
175,1743,1,17,w
175,1744,11,3,l
175,1745,15,7,l
175,1746,8,9,l
175,1747,13,20,l
175,1748,16,18,w
175,1749,10,6,w
175,1750,2,5,w
176,1751,14,19,w
176,1752,12,4,l
176,1753,1,17,l
176,1754,3,11,w
176,1755,15,7,w
176,1756,8,9,l
176,1757,20,13,w
176,1758,16,10,w
176,1759,18,2,l
176,1760,6,5,l
177,1761,14,19,l
177,1762,4,12,l
177,1763,1,17,l
177,1764,3,11,w
177,1765,15,7,w
177,1766,9,20,l
177,1767,8,16,w
177,1768,13,10,l
177,1769,18,2,w
177,1770,6,5,w
178,1771,14,19,w
178,1772,12,4,l
178,1773,1,17,w
178,1774,3,15,w
178,1775,11,20,l
178,1776,7,8,l
178,1777,9,16,w
178,1778,13,10,w
178,1779,18,2,l
178,1780,6,5,w
179,1781,14,19,l
179,1782,4,12,l
179,1783,1,3,l
179,1784,17,15,l
179,1785,11,20,w
179,1786,8,9,w
179,1787,7,13,l
179,1788,16,10,w
179,1789,18,2,w
179,1790,6,5,w
180,1791,14,19,w
180,1792,12,4,w
180,1793,1,3,l
180,1794,17,15,l
180,1795,11,8,w
180,1796,20,9,w
180,1797,7,13,l
180,1798,16,18,l
180,1799,6,10,w
180,1800,2,5,w
181,1801,14,19,w
181,1802,12,4,l
181,1803,3,1,w
181,1804,15,17,w
181,1805,11,20,l
181,1806,8,9,w
181,1807,13,7,l
181,1808,16,18,w
181,1809,6,2,l
181,1810,10,5,l
182,1811,14,19,w
182,1812,12,4,l
182,1813,3,1,l
182,1814,15,17,w
182,1815,11,20,w
182,1816,8,7,l
182,1817,9,13,w
182,1818,16,18,l
182,1819,2,6,l
182,1820,10,5,w
183,1821,14,19,l
183,1822,4,12,w
183,1823,3,1,l
183,1824,15,11,l
183,1825,17,20,l
183,1826,8,7,w
183,1827,9,13,l
183,1828,16,18,w
183,1829,6,2,l
183,1830,10,5,l
184,1831,14,19,w
184,1832,4,12,w
184,1833,1,3,l
184,1834,15,11,l
184,1835,17,20,l
184,1836,8,7,l
184,1837,9,13,w
184,1838,16,18,l
184,1839,2,6,w
184,1840,10,5,l
185,1841,14,4,w
185,1842,19,12,l
185,1843,3,1,w
185,1844,11,15,w
185,1845,17,20,l
185,1846,8,7,l
185,1847,9,13,w
185,1848,16,18,w
185,1849,2,6,w
185,1850,10,5,w
186,1851,14,4,w
186,1852,19,12,w
186,1853,3,1,w
186,1854,11,15,l
186,1855,20,17,l
186,1856,7,8,w
186,1857,9,16,l
186,1858,13,2,w
186,1859,18,6,l
186,1860,10,5,l
187,1861,14,19,l
187,1862,4,3,w
187,1863,12,1,w
187,1864,11,15,l
187,1865,17,20,w
187,1866,7,8,w
187,1867,9,16,w
187,1868,13,2,w
187,1869,18,6,w
187,1870,10,5,w
188,1871,14,19,l
188,1872,4,12,l
188,1873,3,15,w
188,1874,1,11,l
188,1875,17,20,w
188,1876,7,9,l
188,1877,8,13,l
188,1878,16,18,w
188,1879,2,6,w
188,1880,10,5,w
189,1881,14,19,w
189,1882,4,12,w
189,1883,3,11,l
189,1884,15,1,l
189,1885,17,20,w
189,1886,7,9,w
189,1887,13,16,l
189,1888,8,2,w
189,1889,18,10,l
189,1890,6,5,w
190,1891,14,19,w
190,1892,4,12,w
190,1893,3,11,l
190,1894,1,15,l
190,1895,17,7,w
190,1896,20,9,l
190,1897,16,8,l
190,1898,13,2,w
190,1899,10,18,l
190,1900,6,5,w
191,1901,14,4,w
191,1902,19,12,l
191,1903,3,11,l
191,1904,15,17,w
191,1905,1,7,w
191,1906,9,20,l
191,1907,8,13,w
191,1908,16,18,l
191,1909,2,6,w
191,1910,10,5,w
192,1911,14,4,w
192,1912,19,12,l
192,1913,3,11,w
192,1914,15,1,w
192,1915,17,20,w
192,1916,7,8,w
192,1917,9,13,w
192,1918,16,18,l
192,1919,2,10,w
192,1920,6,5,w
193,1921,14,4,l
193,1922,12,19,w
193,1923,3,11,l
193,1924,15,17,w
193,1925,1,7,w
193,1926,9,20,w
193,1927,8,13,l
193,1928,16,18,l
193,1929,2,6,w
193,1930,10,5,l
194,1931,14,4,l
194,1932,12,19,l
194,1933,3,11,w
194,1934,15,1,w
194,1935,17,9,w
194,1936,7,20,l
194,1937,8,13,l
194,1938,16,18,w
194,1939,2,6,l
194,1940,10,5,w
195,1941,14,4,w
195,1942,12,19,l
195,1943,3,15,l
195,1944,11,17,l
195,1945,1,9,l
195,1946,20,7,w
195,1947,13,8,l
195,1948,16,18,w
195,1949,2,6,l
195,1950,10,5,l
196,1951,14,4,w
196,1952,19,12,l
196,1953,15,3,l
196,1954,11,17,w
196,1955,1,9,l
196,1956,20,7,w
196,1957,8,13,w
196,1958,16,18,l
196,1959,2,6,w
196,1960,10,5,w
197,1961,14,4,w
197,1962,12,19,w
197,1963,3,15,w
197,1964,11,17,w
197,1965,1,9,l
197,1966,20,8,w
197,1967,7,13,l
197,1968,16,18,l
197,1969,2,6,w
197,1970,10,5,w
198,1971,14,12,w
198,1972,4,19,l
198,1973,3,11,l
198,1974,15,17,w
198,1975,1,9,l
198,1976,20,8,w
198,1977,13,7,l
198,1978,16,18,l
198,1979,2,10,w
198,1980,6,5,w
199,1981,14,12,w
199,1982,19,4,w
199,1983,3,11,l
199,1984,15,17,l
199,1985,9,20,w
199,1986,1,7,l
199,1987,8,13,w
199,1988,18,2,w
199,1989,16,6,w
199,1990,10,5,l
200,1991,14,19,w
200,1992,12,4,l
200,1993,11,3,w
200,1994,15,17,l
200,1995,9,20,l
200,1996,1,7,w
200,1997,8,18,w
200,1998,13,16,w
200,1999,2,6,w
200,2000,10,5,w
201,2001,14,19,w
201,2002,4,11,l
201,2003,12,3,w
201,2004,15,17,w
201,2005,9,20,w
201,2006,1,8,l
201,2007,7,13,l
201,2008,18,2,l
201,2009,16,10,l
201,2010,6,5,w
202,2011,14,11,w
202,2012,12,19,l
202,2013,4,15,l
202,2014,3,17,l
202,2015,9,20,l
202,2016,1,8,w
202,2017,13,2,w
202,2018,7,18,w
202,2019,16,10,w
202,2020,6,5,l
203,2021,14,19,w
203,2022,11,12,l
203,2023,4,15,w
203,2024,3,17,l
203,2025,9,20,l
203,2026,1,8,l
203,2027,13,7,l
203,2028,2,16,l
203,2029,18,10,l
203,2030,6,5,w
204,2031,14,12,w
204,2032,19,4,w
204,2033,11,15,l
204,2034,17,3,l
204,2035,20,9,l
204,2036,1,8,w
204,2037,7,13,l
204,2038,16,2,w
204,2039,18,10,w
204,2040,6,5,l
205,2041,14,19,l
205,2042,12,4,l
205,2043,11,15,w
205,2044,3,17,l
205,2045,9,20,l
205,2046,1,8,w
205,2047,13,7,w
205,2048,16,18,l
205,2049,2,10,w
205,2050,6,5,l
206,2051,14,19,w
206,2052,4,11,l
206,2053,12,15,l
206,2054,17,3,w
206,2055,20,1,l
206,2056,9,13,w
206,2057,8,7,w
206,2058,16,18,l
206,2059,2,10,w
206,2060,6,5,l
207,2061,14,19,w
207,2062,11,4,l
207,2063,12,15,w
207,2064,17,3,l
207,2065,1,9,w
207,2066,20,8,w
207,2067,13,18,w
207,2068,2,7,l
207,2069,16,10,w
207,2070,6,5,l
208,2071,14,19,w
208,2072,4,11,l
208,2073,12,15,l
208,2074,17,3,w
208,2075,1,20,w
208,2076,9,13,l
208,2077,8,7,w
208,2078,16,18,w
208,2079,2,10,w
208,2080,6,5,l
209,2081,14,11,l
209,2082,19,4,w
209,2083,12,15,w
209,2084,17,1,w
209,2085,3,20,w
209,2086,9,13,l
209,2087,8,16,w
209,2088,2,7,l
209,2089,18,10,l
209,2090,6,5,w
210,2091,14,11,l
210,2092,19,12,l
210,2093,4,15,l
210,2094,17,3,l
210,2095,1,20,w
210,2096,9,13,l
210,2097,8,7,w
210,2098,16,2,l
210,2099,18,10,l
210,2100,6,5,l
211,2101,14,11,w
211,2102,12,19,l
211,2103,15,4,w
211,2104,17,3,w
211,2105,1,13,l
211,2106,20,8,l
211,2107,9,2,w
211,2108,7,16,l
211,2109,18,10,w
211,2110,6,5,l
212,2111,14,11,w
212,2112,19,12,l
212,2113,15,17,w
212,2114,4,3,w
212,2115,1,13,w
212,2116,8,9,l
212,2117,20,16,w
212,2118,2,7,l
212,2119,18,10,l
212,2120,6,5,w
213,2121,14,11,w
213,2122,12,15,w
213,2123,19,4,w
213,2124,17,1,l
213,2125,3,9,w
213,2126,13,20,l
213,2127,8,7,w
213,2128,16,2,l
213,2129,18,10,l
213,2130,6,5,l
214,2131,14,12,l
214,2132,19,11,w
214,2133,15,4,w
214,2134,17,1,w
214,2135,3,20,w
214,2136,8,9,l
214,2137,13,2,l
214,2138,7,16,w
214,2139,18,10,w
214,2140,6,5,w
215,2141,14,12,w
215,2142,19,15,w
215,2143,11,17,l
215,2144,3,4,w
215,2145,1,9,l
215,2146,20,8,l
215,2147,13,2,w
215,2148,7,16,l
215,2149,18,10,l
215,2150,6,5,w
216,2151,14,19,w
216,2152,12,15,w
216,2153,11,17,w
216,2154,3,4,w
216,2155,1,9,w
216,2156,8,13,l
216,2157,20,2,w
216,2158,7,16,l
216,2159,18,10,l
216,2160,6,5,l
217,2161,14,12,w
217,2162,19,11,l
217,2163,15,3,w
217,2164,17,1,w
217,2165,4,9,l
217,2166,13,20,l
217,2167,8,16,w
217,2168,2,7,w
217,2169,10,18,w
217,2170,6,5,l
218,2171,14,12,l
218,2172,19,11,l
218,2173,15,17,w
218,2174,3,1,l
218,2175,4,9,w
218,2176,20,8,l
218,2177,13,2,w
218,2178,16,7,l
218,2179,10,18,l
218,2180,6,5,w
219,2181,14,12,w
219,2182,11,15,w
219,2183,19,17,w
219,2184,3,1,l
219,2185,4,8,w
219,2186,9,13,l
219,2187,20,2,w
219,2188,7,16,l
219,2189,10,18,w
219,2190,6,5,l
220,2191,14,11,l
220,2192,12,19,l
220,2193,15,17,l
220,2194,1,3,w
220,2195,4,13,w
220,2196,20,8,l
220,2197,9,16,w
220,2198,2,7,l
220,2199,10,18,l
220,2200,6,5,w
221,2201,14,11,l
221,2202,19,12,w
221,2203,15,17,w
221,2204,1,4,l
221,2205,3,8,w
221,2206,9,13,w
221,2207,20,7,l
221,2208,16,2,w
221,2209,10,18,l
221,2210,6,5,l
222,2211,14,11,w
222,2212,19,12,l
222,2213,15,4,l
222,2214,17,1,l
222,2215,3,9,w
222,2216,8,13,w
222,2217,20,7,l
222,2218,16,18,l
222,2219,2,10,l
222,2220,6,5,w
223,2221,14,11,w
223,2222,19,12,w
223,2223,15,4,w
223,2224,1,3,w
223,2225,17,8,w
223,2226,9,13,w
223,2227,20,7,w
223,2228,16,18,w
223,2229,10,2,l
223,2230,6,5,w
224,2231,14,19,w
224,2232,11,12,w
224,2233,15,1,w
224,2234,4,17,w
224,2235,3,9,w
224,2236,8,20,w
224,2237,13,7,w
224,2238,16,18,w
224,2239,2,10,w
224,2240,6,5,l
225,2241,14,11,l
225,2242,19,15,l
225,2243,12,4,l
225,2244,1,3,w
225,2245,17,8,w
225,2246,9,13,w
225,2247,20,16,w
225,2248,7,2,w
225,2249,18,10,w
225,2250,6,5,w
226,2251,14,11,w
226,2252,15,19,l
226,2253,4,12,w
226,2254,1,17,w
226,2255,3,9,w
226,2256,8,20,l
226,2257,13,7,l
226,2258,16,18,w
226,2259,2,10,w
226,2260,6,5,w
227,2261,14,11,l
227,2262,19,15,w
227,2263,4,1,w
227,2264,12,3,l
227,2265,17,9,w
227,2266,20,8,w
227,2267,13,7,l
227,2268,16,2,l
227,2269,18,6,l
227,2270,10,5,w
228,2271,14,11,w
228,2272,19,4,l
228,2273,15,1,w
228,2274,3,12,w
228,2275,17,20,l
228,2276,9,8,l
228,2277,13,7,w
228,2278,16,2,l
228,2279,18,6,w
228,2280,10,5,w
229,2281,14,11,w
229,2282,19,4,w
229,2283,15,3,l
229,2284,1,12,l
229,2285,17,20,w
229,2286,8,9,l
229,2287,13,7,l
229,2288,2,16,l
229,2289,18,10,l
229,2290,6,5,w
230,2291,14,19,l
230,2292,11,4,w
230,2293,15,3,l
230,2294,12,17,w
230,2295,1,20,w
230,2296,9,8,l
230,2297,13,7,l
230,2298,16,2,l
230,2299,10,18,w
230,2300,6,5,w
231,2301,14,19,l
231,2302,11,3,w
231,2303,4,15,l
231,2304,12,1,l
231,2305,17,20,l
231,2306,8,9,w
231,2307,7,13,l
231,2308,2,16,l
231,2309,10,6,w
231,2310,18,5,w
232,2311,14,19,l
232,2312,11,15,l
232,2313,3,4,l
232,2314,1,12,l
232,2315,17,20,w
232,2316,8,9,l
232,2317,13,7,l
232,2318,16,2,l
232,2319,10,18,w
232,2320,6,5,l
233,2321,14,19,l
233,2322,11,15,w
233,2323,4,3,l
233,2324,12,1,w
233,2325,17,20,l
233,2326,8,9,l
233,2327,7,13,w
233,2328,2,10,l
233,2329,16,18,l
233,2330,6,5,w
234,2331,14,19,w
234,2332,11,15,w
234,2333,3,4,l
234,2334,12,1,w
234,2335,17,20,w
234,2336,9,8,l
234,2337,7,13,w
234,2338,10,2,w
234,2339,16,18,l
234,2340,6,5,w
235,2341,14,19,w
235,2342,11,4,w
235,2343,12,15,w
235,2344,3,17,w
235,2345,1,20,w
235,2346,8,9,l
235,2347,7,10,w
235,2348,13,2,l
235,2349,16,18,w
235,2350,6,5,w
236,2351,14,11,w
236,2352,19,12,w
236,2353,3,4,l
236,2354,15,1,w
236,2355,17,9,w
236,2356,20,7,l
236,2357,8,10,w
236,2358,13,2,w
236,2359,16,6,l
236,2360,18,5,w
237,2361,14,19,l
237,2362,11,4,l
237,2363,12,15,l
237,2364,3,17,w
237,2365,1,7,l
237,2366,8,9,w
237,2367,20,13,w
237,2368,10,2,w
237,2369,6,16,l
237,2370,18,5,l
238,2371,14,19,w
238,2372,11,4,w
238,2373,15,3,w
238,2374,12,17,l
238,2375,1,7,w
238,2376,8,20,w
238,2377,9,10,w
238,2378,13,16,w
238,2379,2,6,l
238,2380,18,5,w
239,2381,14,19,l
239,2382,11,15,w
239,2383,4,3,l
239,2384,12,17,l
239,2385,1,8,w
239,2386,7,9,w
239,2387,20,13,l
239,2388,10,6,w
239,2389,16,18,w
239,2390,2,5,w
240,2391,14,19,w
240,2392,11,15,l
240,2393,3,4,l
240,2394,12,17,l
240,2395,1,7,l
240,2396,8,9,l
240,2397,20,13,l
240,2398,10,16,w
240,2399,2,6,l
240,2400,18,5,w
241,2401,14,19,l
241,2402,11,15,l
241,2403,4,3,w
241,2404,17,12,l
241,2405,1,7,w
241,2406,8,9,w
241,2407,20,13,w
241,2408,10,6,w
241,2409,16,18,w
241,2410,2,5,w
242,2411,14,19,w
242,2412,11,15,w
242,2413,4,3,w
242,2414,12,17,w
242,2415,1,7,w
242,2416,8,9,l
242,2417,20,10,l
242,2418,13,16,w
242,2419,2,6,l
242,2420,18,5,w
243,2421,14,19,w
243,2422,11,4,w
243,2423,15,12,w
243,2424,1,3,l
243,2425,17,7,w
243,2426,8,9,w
243,2427,20,10,w
243,2428,13,6,w
243,2429,16,18,l
243,2430,2,5,l
244,2431,14,11,w
244,2432,19,15,w
244,2433,4,3,l
244,2434,12,17,w
244,2435,1,8,l
244,2436,7,9,w
244,2437,20,13,w
244,2438,10,18,w
244,2439,6,16,l
244,2440,2,5,w
245,2441,14,19,w
245,2442,11,15,w
245,2443,4,3,w
245,2444,12,17,w
245,2445,1,8,l
245,2446,7,20,l
245,2447,9,10,w
245,2448,13,16,w
245,2449,18,2,w
245,2450,6,5,l
246,2451,14,11,l
246,2452,19,4,w
246,2453,15,12,l
246,2454,3,17,w
246,2455,1,8,l
246,2456,20,7,l
246,2457,9,13,l
246,2458,10,18,w
246,2459,16,2,l
246,2460,6,5,l
247,2461,14,11,w
247,2462,19,4,l
247,2463,12,15,w
247,2464,3,17,w
247,2465,1,8,l
247,2466,7,20,w
247,2467,9,13,l
247,2468,10,18,l
247,2469,2,16,w
247,2470,6,5,l
248,2471,14,11,l
248,2472,19,4,w
248,2473,12,3,l
248,2474,15,8,w
248,2475,17,1,w
248,2476,7,13,w
248,2477,20,9,w
248,2478,10,18,w
248,2479,2,16,w
248,2480,6,5,w
249,2481,14,11,w
249,2482,19,3,l
249,2483,4,12,w
249,2484,15,17,l
249,2485,8,1,w
249,2486,7,20,w
249,2487,13,9,l
249,2488,10,2,l
249,2489,18,6,l
249,2490,16,5,w
250,2491,14,11,l
250,2492,19,3,l
250,2493,4,12,l
250,2494,15,17,l
250,2495,8,7,l
250,2496,1,20,w
250,2497,9,13,l
250,2498,10,2,w
250,2499,18,6,l
250,2500,16,5,l
251,2501,14,11,l
251,2502,19,3,l
251,2503,4,12,w
251,2504,15,17,l
251,2505,7,8,w
251,2506,1,13,w
251,2507,20,9,w
251,2508,10,2,l
251,2509,6,18,l
251,2510,16,5,w
252,2511,14,11,w
252,2512,19,3,w
252,2513,4,12,l
252,2514,15,17,w
252,2515,7,1,l
252,2516,8,20,w
252,2517,13,9,w
252,2518,10,2,l
252,2519,18,6,l
252,2520,16,5,w
253,2521,14,11,w
253,2522,19,3,l
253,2523,4,12,w
253,2524,15,17,w
253,2525,1,7,w
253,2526,8,13,w
253,2527,20,9,w
253,2528,10,2,w
253,2529,6,16,w
253,2530,18,5,l
254,2531,14,11,w
254,2532,19,3,l
254,2533,4,12,l
254,2534,15,17,w
254,2535,1,8,w
254,2536,7,20,l
254,2537,13,10,w
254,2538,9,2,w
254,2539,6,16,l
254,2540,18,5,w
255,2541,14,11,w
255,2542,3,19,l
255,2543,4,12,w
255,2544,15,1,w
255,2545,17,8,l
255,2546,7,20,w
255,2547,13,9,l
255,2548,10,2,w
255,2549,6,16,l
255,2550,18,5,w
256,2551,14,11,l
256,2552,19,3,w
256,2553,4,15,l
256,2554,12,1,w
256,2555,8,17,l
256,2556,7,20,l
256,2557,13,9,w
256,2558,10,2,w
256,2559,16,18,w
256,2560,6,5,l
257,2561,14,11,w
257,2562,19,3,l
257,2563,15,4,l
257,2564,12,17,w
257,2565,1,8,w
257,2566,7,20,w
257,2567,13,10,w
257,2568,9,16,w
257,2569,2,18,w
257,2570,6,5,l
258,2571,14,11,l
258,2572,19,3,l
258,2573,4,12,w
258,2574,15,1,w
258,2575,17,7,w
258,2576,8,13,w
258,2577,20,9,l
258,2578,10,2,w
258,2579,16,18,w
258,2580,6,5,l
259,2581,14,11,w
259,2582,3,19,l
259,2583,4,15,l
259,2584,12,17,w
259,2585,1,8,l
259,2586,7,13,w
259,2587,20,9,l
259,2588,10,16,w
259,2589,2,18,l
259,2590,6,5,w
260,2591,14,11,l
260,2592,19,3,l
260,2593,15,4,w
260,2594,12,8,w
260,2595,17,1,l
260,2596,7,9,l
260,2597,10,13,w
260,2598,20,16,w
260,2599,2,18,l
260,2600,6,5,w
261,2601,14,11,w
261,2602,3,15,l
261,2603,19,12,w
261,2604,4,1,w
261,2605,8,17,w
261,2606,7,9,w
261,2607,10,20,l
261,2608,13,16,w
261,2609,18,2,l
261,2610,6,5,l
262,2611,14,11,l
262,2612,15,19,l
262,2613,3,4,l
262,2614,12,8,w
262,2615,1,7,w
262,2616,17,20,w
262,2617,9,10,l
262,2618,13,2,w
262,2619,16,18,w
262,2620,6,5,l
263,2621,14,11,l
263,2622,19,15,w
263,2623,3,4,w
263,2624,12,1,w
263,2625,8,17,l
263,2626,7,10,w
263,2627,13,20,l
263,2628,9,16,l
263,2629,2,18,l
263,2630,6,5,w
264,2631,14,11,l
